rat,maze,run,time
5,1,2,21.7594460894542
5,1,3,122.133536473522
5,1,4,172.677560371084
5,1,5,106.850531074074
5,1,6,136.722315662636
5,1,7,62.0286162707857
5,1,8,179.142843145689
5,1,9,49.6937574576294
5,1,10,122.941185617822
5,1,11,126.222893349013
5,1,12,141.391565192533
5,1,13,98.960605884908
5,1,14,226.252694350001
5,1,15,69.8665275028158
5,1,16,150.661372384867
5,2,1,118.64726143213
5,2,2,142.329457615471
5,2,3,67.8916663697671
5,2,4,151.441325440223
5,2,5,133.986914142274
5,2,6,164.116710224874
5,2,7,79.1610878622657
5,2,8,73.2205760166595
5,2,9,35.8261982682478
5,2,10,103.47915663038
5,2,11,56.0292853349004
5,2,12,150.662721287125
5,2,13,121.862385125593
5,2,14,220.768419788673
5,2,15,64.4840617780424
5,2,16,173.704471853202
5,3,1,52.254125489476
5,3,2,133.40169093628
5,3,3,53.1837224902009
5,3,4,68.3046751813891
5,3,5,81.1818484006193
5,3,6,118.925753303417
5,3,7,70.5542419250598
5,3,8,153.587991520279
5,3,9,62.5556687888626
5,3,10,119.154841803511
5,3,11,116.214155236141
5,3,12,67.8822609790416
5,3,13,93.3559487176051
5,3,14,84.2577703665168
5,3,15,148.851867367072
5,3,16,172.707543051441
5,4,1,135.3465194371
5,4,2,93.2993178718191
5,4,3,14.2324003376256
5,4,4,64.8591379736959
5,4,5,115.726664456848
5,4,6,102.517458007122
5,4,7,-5.62538580545485
5,4,8,120.707433533108
5,4,9,123.830961756489
5,4,10,83.7254822751529
5,4,11,66.8793483896289
5,4,12,178.855786156557
5,4,13,92.6910760801957
5,4,14,95.8667701235604
5,4,15,49.4970050475439
5,4,16,40.2738233438093
5,5,1,60.8472942769586
5,5,2,137.575470347359
5,5,3,154.482953460312
5,5,4,146.502824085182
5,5,5,134.813911966521
5,5,6,68.7818852540304
5,5,7,26.3247697939121
5,5,8,64.899350918334
5,5,9,-24.8146530764206
5,5,10,65.5027042284371
5,5,11,150.44119913496
5,5,12,84.6426939161815
5,5,13,126.169448890864
5,5,14,100.066194689021
5,5,15,45.4860133977474
5,5,16,154.04246106573
5,6,1,39.2595643302744
5,6,2,80.5458431547161
5,6,3,17.8295835754578
5,6,4,111.844365965391
5,6,5,97.5506026878692
5,6,6,63.7568415267909
5,6,7,58.4827653243274
5,6,8,114.705990904734
5,6,9,35.8320587790564
5,6,10,38.9333241336893
5,6,11,94.4993366618094
5,6,12,59.947434698148
5,6,13,100.42628688595
5,6,14,69.9193370792216
5,6,15,124.909317540646
5,6,16,97.3128927828061
5,7,1,17.898791282969
5,7,2,97.0169803816644
5,7,3,79.1278633413756
5,7,4,29.0287704661191
5,7,5,17.5838373918382
5,7,6,89.489091054043
5,7,7,33.7213891839419
5,7,8,112.699221518053
5,7,9,111.787100961417
5,7,10,14.2930408692368
5,7,11,32.6976289379751
5,7,12,20.4641471517968
5,7,13,78.41747628398
5,7,14,19.2466163536491
5,7,15,-3.2435052059997
5,7,16,119.335999170146
5,8,1,94.81750398364
5,8,2,53.3934662609896
5,8,3,71.6485095395312
5,8,4,89.2952845429382
5,8,5,36.1300801961626
5,8,6,68.4886593145642
5,8,7,76.8792035565677
5,8,8,89.0955635795247
5,8,9,89.9233234324845
5,8,10,107.825778927448
5,8,11,75.8948715783756
5,8,12,40.8493245260113
5,8,13,62.4638708293994
5,8,14,25.4035500802975
5,8,15,97.9423398468377
5,8,16,111.590125702109
6,1,1,144.038213286466
6,1,2,112.42850864009
6,1,3,94.8998886960927
6,1,4,145.253318586562
6,1,5,82.4412892675621
6,1,6,146.09952546487
6,1,7,79.6855761317488
6,1,8,120.835534041211
6,1,9,137.509224727703
6,1,10,63.251385231766
6,1,11,121.059315709734
6,1,12,104.06058534385
6,1,13,130.317898793615
6,1,14,81.4824068594165
6,1,15,104.88100579312
6,1,16,153.880861822452
6,2,1,139.812467583749
6,2,2,101.34570840651
6,2,3,73.7506088855456
6,2,4,110.068425152073
6,2,5,66.7756612866907
6,2,6,17.8824292412646
6,2,7,152.148159028517
6,2,8,71.6995852820695
6,2,9,45.3411269931731
6,2,10,145.949112715424
6,2,11,110.035044786866
6,2,12,89.075679793338
6,2,13,104.112521602181
6,2,14,95.2678177615901
6,2,15,145.99821451639
6,2,16,136.405923016644
6,3,1,107.520324617999
6,3,2,123.768937118941
6,3,3,121.221102844326
6,3,4,-13.3478975295486
6,3,5,81.9014757485573
6,3,6,178.283543726659
6,3,7,126.814051978213
6,3,8,17.7660666231652
6,3,9,19.7506086184941
6,3,10,113.512618919923
6,3,11,84.5689395767615
6,3,12,133.971854833923
6,3,13,104.928143787771
6,3,14,95.6672766002671
6,3,15,100.134483551767
6,3,16,99.3770519020158
6,4,1,170.395814760691
6,4,2,19.6335619309452
6,4,3,75.5474352495584
6,4,4,54.4107382186406
6,4,5,148.376422680554
6,4,6,116.766152478022
6,4,7,53.6332911749837
6,4,8,84.4605991706452
6,4,9,122.939401843464
6,4,10,165.859900243654
6,4,11,88.3421535726969
6,4,12,34.443209977257
6,4,13,36.8065203620104
6,4,14,156.617196703513
6,4,15,-6.76200869091871
6,4,16,198.702536435498
6,5,1,49.9269456178152
6,5,2,79.7934760940865
6,5,3,117.657927958587
6,5,4,86.8832967542539
6,5,5,-23.3666086434012
6,5,6,89.3581321788999
6,5,7,94.0867611867889
6,5,8,104.29321559517
6,5,9,21.7650025710098
6,5,10,-43.6145532027979
6,5,11,56.2626883481571
6,5,12,26.0170083763645
6,5,13,34.7242838534456
6,5,14,25.5543098726043
6,5,15,52.6790129309714
6,5,16,56.9146890146592
6,6,1,128.182017670275
6,6,2,47.6621904864846
6,6,3,69.6220224389425
6,6,4,99.9255888322432
6,6,5,146.825545954112
6,6,6,81.04911183231
6,6,7,6.77556330796824
6,6,8,94.0665334951811
6,6,9,78.1998733721025
6,6,10,163.721152880168
6,6,11,99.1107604929565
6,6,12,55.415139064223
6,6,13,63.712687356934
6,6,14,60.7389254478987
6,6,15,91.995060941148
6,6,16,91.5602468428856
6,7,1,107.897828992498
6,7,2,83.2087834887526
6,7,3,62.5793208541658
6,7,4,119.203344392653
6,7,5,94.1430850765716
6,7,6,102.961240072949
6,7,7,136.059131529096
6,7,8,159.365409404006
6,7,9,62.1046666177842
6,7,10,155.48500540507
6,7,11,65.2348268319352
6,7,12,105.963128202066
6,7,13,104.382224136478
6,7,14,86.435845160306
6,7,15,146.505061445899
6,7,16,72.7048864488074
6,8,1,105.619692065208
6,8,2,64.663233882051
6,8,3,160.390901326955
6,8,4,13.0626875433449
6,8,5,82.7424623382234
6,8,6,37.4582821633004
6,8,7,114.878439124699
6,8,8,118.005243089396
6,8,9,56.3109241490286
6,8,10,135.246031958621
6,8,11,60.1395023986625
6,8,12,135.613949696902
6,8,13,116.81908316084
6,8,14,138.115092418792
6,8,15,64.3508838890517
6,8,16,110.464115799257
7,1,1,87.3550582720386
7,1,2,153.772254424501
7,1,3,54.5471822513552
7,1,4,72.9125987357472
7,1,5,109.338373241358
7,1,6,82.5802508817277
7,1,7,160.728061839256
7,1,8,111.30375471976
7,1,9,176.206828440559
7,1,10,95.3945148148763
7,1,11,34.6415708583035
7,1,12,98.3618811371112
7,1,13,43.2192872283002
7,1,14,39.8389249949015
7,1,15,73.3363683079105
7,1,16,119.362882514996
7,2,1,122.950396939087
7,2,2,127.48971938237
7,2,3,78.7818153709731
7,2,4,-21.1425514726798
7,2,5,78.6537207524476
7,2,6,183.660738165181
7,2,7,89.0967213641829
7,2,8,25.7788261640522
7,2,9,70.0142192112519
7,2,10,44.6132446246303
7,2,11,84.6155515744348
7,2,12,116.771896891894
7,2,13,125.298707560719
7,2,14,97.0172502821175
7,2,15,44.6377710316822
7,2,16,122.915984480822
7,3,1,186.786580377821
7,3,2,84.5470766457738
7,3,3,120.584411589293
7,3,4,147.381172823165
7,3,5,98.5955450554203
7,3,6,122.474857645583
7,3,7,110.914658994442
7,3,8,97.9232395479241
7,3,9,109.204952717376
7,3,10,138.85509605928
7,3,11,118.152230522677
7,3,12,85.5604922684448
7,3,13,19.523863931711
7,3,14,73.3230043956076
7,3,15,102.186835348698
7,3,16,9.29661329613882
7,4,1,59.2770847892832
7,4,2,73.182200337404
7,4,3,184.18603583682
7,4,4,29.5552569726451
7,4,5,153.719721747281
7,4,6,107.805824647953
7,4,7,141.714816534901
7,4,8,159.614269468027
7,4,9,81.7576532752862
7,4,10,92.4667586789453
7,4,11,-4.65844422105914
7,4,12,81.6479249805496
7,4,13,138.506206953238
7,4,14,143.800130054352
7,4,15,208.320729741455
7,4,16,125.128838705079
7,5,1,132.225663907975
7,5,2,111.989960312244
7,5,3,156.515534540377
7,5,4,146.25827923461
7,5,5,134.194490789373
7,5,6,100.149195053327
7,5,7,128.084630276291
7,5,8,157.686773662826
7,5,9,153.904775883813
7,5,10,112.140704836421
7,5,11,105.422274485904
7,5,12,209.481141624481
7,5,13,167.324892720333
7,5,14,133.893186410246
7,5,15,118.242953018673
7,5,16,97.7995910866123
7,6,1,61.4499890337268
7,6,2,94.0705068283148
7,6,3,170.168650375392
7,6,4,169.212036793383
7,6,5,86.8664128927467
7,6,6,131.783508577047
7,6,7,125.913563386023
7,6,8,53.9785237191668
7,6,9,156.707129881727
7,6,10,43.6081437942217
7,6,11,71.2514366393249
7,6,12,164.486649091333
7,6,13,100.567978458811
7,6,14,114.044942379608
7,6,15,55.6693507638125
7,6,16,62.7701920470604
7,7,1,121.571695629755
7,7,2,104.980651055612
7,7,3,75.426716878078
7,7,4,84.8480440738973
7,7,5,209.551128551518
7,7,6,115.524684018647
7,7,7,159.617463000839
7,7,8,159.75998288951
7,7,9,158.893966026991
7,7,10,140.251105415837
7,7,11,78.6770713629072
7,7,12,88.3420979945073
7,7,13,158.422165481379
7,7,14,76.4484802815002
7,7,15,149.513343269989
7,7,16,107.284512390085
7,8,1,83.0638340194044
7,8,2,110.881546461272
7,8,3,165.943606871937
7,8,4,144.887367268489
7,8,5,110.766034137437
7,8,6,165.58661354556
7,8,7,204.67057053262
7,8,8,122.008675279081
7,8,9,145.720577249922
7,8,10,136.159863568041
7,8,11,73.6989042342281
7,8,12,76.2506448561564
7,8,13,217.786436887376
7,8,14,166.147129638721
7,8,15,159.225573036192
7,8,16,129.663496177748
8,1,1,157.432188948444
8,1,2,166.388101638002
8,1,3,105.47766676743
8,1,4,273.894453102762
8,1,5,194.947507685399
8,1,6,142.958138538231
8,1,7,215.232808980932
8,1,8,124.394550961432
8,1,9,239.829696708468
8,1,10,135.890817316182
8,1,11,40.7593221783321
8,1,12,222.698218219493
8,1,13,211.251043555953
8,1,14,117.13507091505
8,1,15,85.7362505411883
8,1,16,64.7980998995382
8,2,1,50.1393645061448
8,2,2,106.271890063069
8,2,3,160.123765705544
8,2,4,198.223070217467
8,2,5,105.969323873965
8,2,6,144.311627326494
8,2,7,165.155026594139
8,2,8,245.763136001356
8,2,9,98.3389473810896
8,2,10,62.7823807427904
8,2,11,49.4962054421797
8,2,12,181.716769213871
8,2,13,147.807096580873
8,2,14,193.629169704479
8,2,15,143.362561266293
8,2,16,172.76146745173
8,3,1,155.899150857872
8,3,2,122.022974004251
8,3,3,220.793565530323
8,3,4,133.403433614826
8,3,5,189.603309302336
8,3,6,163.292497062414
8,3,7,248.015620848626
8,3,8,191.932453581544
8,3,9,136.970906696201
8,3,10,154.186179440312
8,3,11,148.099501778511
8,3,12,45.1073952701379
8,3,13,243.607265196307
8,3,14,210.411850749192
8,3,15,114.495653743771
8,3,16,174.682377360554
8,4,1,89.0654606011959
8,4,2,249.799619513436
8,4,3,143.274153915417
8,4,4,169.739567612659
8,4,5,183.301499288047
8,4,6,97.5619156396315
8,4,7,91.9661572383364
8,4,8,155.51335358936
8,4,9,193.794648105234
8,4,10,163.013175879628
8,4,11,201.753315590054
8,4,12,179.018127914497
8,4,13,191.913286680665
8,4,14,72.5091183201202
8,4,15,199.982644646184
8,4,16,110.084226784861
8,5,1,144.55573074939
8,5,2,45.0637709570887
8,5,3,144.898447126738
8,5,4,122.954705483712
8,5,5,104.987218939083
8,5,6,115.556318788042
8,5,7,231.625193938872
8,5,8,70.1418047969711
8,5,9,137.428644762721
8,5,10,-8.0745523837812
8,5,11,107.846381864186
8,5,12,118.993107964717
8,5,13,250.76509990383
8,5,14,89.2860099085528
8,5,15,95.078762312707
8,5,16,61.1979512233895
8,6,1,239.380925784055
8,6,2,65.6786783836659
8,6,3,122.737777149326
8,6,4,255.049591485552
8,6,5,103.64646484115
8,6,6,204.784107300214
8,6,7,182.928793601055
8,6,8,57.7886749457456
8,6,9,244.017367038146
8,6,10,212.880806940883
8,6,11,118.12480865389
8,6,12,87.4255670508051
8,6,13,125.344536451172
8,6,14,214.275474537743
8,6,15,112.510020223431
8,6,16,15.7915674004574
8,7,1,210.929000906728
8,7,2,63.25436374235
8,7,3,133.703190724646
8,7,4,58.4306815229347
8,7,5,160.830487030389
8,7,6,141.764857146677
8,7,7,149.32170935555
8,7,8,104.305420760567
8,7,9,97.6492748477206
8,7,10,218.541416132642
8,7,11,159.938163508201
8,7,12,137.601899101125
8,7,13,-93.8304029444157
8,7,14,54.3449831568544
8,7,15,210.24090366004
8,7,16,120.786615847425
8,8,1,104.154856388656
8,8,2,108.83860674874
8,8,3,99.5903031423971
8,8,4,172.927300117523
8,8,5,248.190454940622
8,8,6,209.041155034984
8,8,7,228.001230049267
8,8,8,112.197624967023
8,8,9,198.478628963096
8,8,10,64.346883387493
8,8,11,126.206271625045
8,8,12,297.02204617528
8,8,13,135.493647886207
8,8,14,114.002174286474
8,8,15,93.5082920734242
8,8,16,193.108994921841
9,1,1,194.851505940956
9,1,2,274.438961612214
9,1,3,177.210883677784
9,1,4,225.081350073752
9,1,5,189.395353887404
9,1,6,168.931330839541
9,1,7,245.280964264238
9,1,8,142.413638048824
9,1,9,193.250073952795
9,1,10,204.28523950952
9,1,11,188.680527147774
9,1,12,147.926801895055
9,1,13,181.894996100062
9,1,14,150.686639420195
9,1,15,269.30525158622
9,1,16,140.468508103827
